
MR SINGH:  So Mr Chair the Practice Note that Mr Hadebe and Mr Seleka relies on is Practice Note 1 of 2013/14 okay.  This is Practice Note 3 of 2013 which obviously precedes this Instruction Note that they refer to.  This says that 2003 Practice Note 2003 is still applicable and you can stillremunerate on a risk basis given you do some stuff. So my first point is Mr Chair is that we are comparing two different how can I say – enabling or governing documents.  So I am trying to say that at the date when all of this was transpiring vis-a-vis the actual agreement this is what National Treasury’s view was at the time. 
CHAIRPERSON:  Yes but I go back to my question you remember you said in three minutes time you would have made the point.  Is your position that you are not able tosay whether the conclusion of this agreement without the approvals in terms of the PFMA was lawful or not? 
MR SINGH:  Mr Chair in my view given this email from National Treasury I believe that Eskom had the required standing to enter into the applicable contract – on the applicable basis because it is clear that the Instruction Note is applicable and so replaced.  And Mr Chair at the time Mr Chitty Phango [?] would have been fully aware of the Instruction Note that Mr Seleka refers to because he was the – he would have been the person that issued theInstruction Note.  It would not have come from anybody else. 
CHAIRPERSON:  So your position is that as far as you are concerned it was lawful it was proper? 
MR SINGH:  In terms – based on this email.
CHAIRPERSON:  Based on this ja. 
MR SINGH:  Email from. 
CHAIRPERSON:  Okay alright.  Mr Seleka. 
ADV SELEKA SC:  Thank you Chair.  And what Mr Singh should have read to you Chair is the page before. 
CHAIRPERSON:  Ja. 
ADV SELEKA SC:  Which is page 1201 paragraph 90 because they seeking this thing after they have purported 
to conclude the agreement.  Paragraph 90 say: “After the Master Service Agreement wassigned. And if you take the allegation that it was concluded in January 2016 Eskom made some attempt to engage with the National Treasury although no approval was ever secured.” 
CHAIRPERSON:  I am sorry you – did you say paragraph 90? 
ADV SELEKA SC:  90 ja.  90. 
CHAIRPERSON:  Oh. 
ADV SELEKA SC:  Yes.  Because Chair remember as youread. 
CHAIRPERSON:  Yes I think – I think you – the point you make. 
ADV SELEKA SC:  Yes. 
CHAIRPERSON:  When you refer to this may be saying buthere it is said that no approval was secured. 
ADV SELEKA SC:  Yes. 
CHAIRPERSON:  But I understand his point to be different. 
ADV SELEKA SC:  So – sorry Chair yes just before that.  That after they signed the agreement and I should add purported to conclude the agreement they then sought – they took this step. 
CHAIRPERSON:  Ja. 
ADV SELEKA SC:  But the contract requires them to do the step before they conclude the agreement.
CHAIRPERSON:  No I appreciate that. 
ADV SELEKA SC:  Okay. 
CHAIRPERSON:  I am saying my understanding of what Mr Singh’s view is. 
ADV SELEKA SC:  Yes. 
CHAIRPERSON:  Is that he is saying you can say whatever you want to say about approvals. 
ADV SELEKA SC:  Yes. 
CHAIRPERSON:  Here is an email from Treasury – National Treasury.
ADV SELEKA SC:  Yes. 
CHAIRPERSON:  And his understanding of that email is the agreement could be concluded. 
ADV SELEKA SC:  Yes. 
CHAIRPERSON:  I think that is his point.  So that he sayswhoever sent the email would have known about whatever requirements. 
ADV SELEKA SC:  Yes. 
CHAIRPERSON:  Who sent the email. 
ADV SELEKA SC:  Yes.   
CHAIRPERSON:As far as Mr Singh is concerned everything was proper then. 
ADV SELEKA SC:  No I understand his position. 
MR SINGH:  And Mr Chair in response to Mr Seleka I agree with you Mr Chair in terms of your proposition.
CHAIRPERSON:  Articulation of not my proposal. 
MR SINGH:  Oh sorry. 
CHAIRPERSON:  In terms of what you are saying. 
MR SINGH:  Yes in terms of what I am saying. 
CHAIRPERSON:  Ja. 
MR SINGH:  But in addition to that Mr Chair the reason for me to highlight to you the condition in the letter of acceptance is particularly for this reason. 
CHAIRPERSON:  Ja. 
MR SINGH:  It is because Eskom concluded the letter ofacceptance with the view that National Treasury instruction note was not approved.  The instruction note that Mr Hadebe and Mr Seleka relies on therefore that condition found its way there as ambiguous as it is.  So that empowered them to sign on the basis that it was notapproved. 
CHAIRPERSON:   H’m. 
MR SINGH:   To confirm that it was not applicable, they then engaged with Treasury, through this process that resulted in Mr Chevy Mfango’s response.   
CHAIRPERSON:   H’m. 
MR SINGH:   And that is the position I take relating to this point. 
CHAIRPERSON:   Ja, okay. 
ADV SELEKA SC:   Ja.
CHAIRPERSON:   Mr Seleka. 
ADV SELEKA SC:   Okay we can move on.  That is Eskom.  Mr Radebe’s position is Eskom’s position. 
MR SINGH:   Well, Mr Chair, I was at Eskom at the time as well, at some point as well.   
ADV SELEKA SC:   Ja, but we take note of the fact that you are relying ...[intervenes]  
MR SINGH:   So give me a contract and I will go back to Eskom and then I will you my official position. 
ADV SELEKA SC:   Say again?  [laughs]
MR SINGH:   [No audible reply]  
CHAIRPERSON:   What, you want to go back to Eskom or what?  [laughs] 
MR SINGH:   I was just saying to you, if I go back to Eskom then I can give you an official position as well.
ADV SELEKA SC:   [laughs] 
CHAIRPERSON:   [laughs] 
ADV SELEKA SC:   Ja.  Well...  Yes.  Now, Mr Singh what you have said to the Chairperson, that you did not know these things at the time.  You are relying on them now when – as you see them.   
MR SINGH:   But you are now asking me a question and I am responding to you. 
ADV SELEKA SC:   Ja.  Why did you terminate this agreement, by the way?
MR SINGH:   Sorry, sir? 
ADV SELEKA SC:   The MSA, why did you terminate it?  The MSA was meant to be three years.  Ms Goodson, when she starts at Trillian, she is told by Mr Angel, Clive Angel ...[intervenes]  
MR SINGH:   Again, I was not – I was having a sip of water.  So can you repeat? 
ADV SELEKA SC:   Okay.  I was asking you.  Why did you terminate this MSA, by the way?  Because it was meant to be for three years.  You terminated it hardly six monthsinto it.  It was meant to be for three years.  Ms Goodson said ...[intervenes]  
CHAIRPERSON:Is that hardly six months from January 2016 or from – or October 16 or from June 2016?
ADV SELEKA SC:   That is correct, Chair.  That is – because Mr Singh’s version has changed.  You know it has evolved over time, Mr Singh?Your affidavit says January 2016, is the conclusion.  Yesterday, you were adamant it is 31 March 2016, the conclusion.  I do not know on what basis.  And then we have mister – Dr Weiss saying he only signed in October 2016.  But assuming this contract was in place and you purport to terminate it in June 2016.  Why did you terminate it? 
MR SINGH:   [No audible reply] 
ADV SELEKA SC:   Yes? 
MR SINGH:   Ja.  
CHAIRPERSON:   Yes? 
MR SINGH:   Well, Mr Chair, firstly ...[intervenes]  
CHAIRPERSON:   Let me just understand.  Where you say why did you terminate, is that you as in Mr Singh or you as in Eskom? 
ADV SELEKA SC:   Well, I think maybe ...[intervenes]  
CHAIRPERSON:   He ...[intervenes]  
MR SINGH:   No ...[intervenes] 
CHAIRPERSON:   He will clarify.  Okay.  Mr Singh ...[intervenes]  
ADV SELEKA SC:   Let him clarify, Chair. 
MR SINGH:   [laughs] 
CHAIRPERSON:   Let your answer, will clarify.  We will seewhether you say why you are asking me.  I did not terminate anything.  Or whether you say, yes, I terminated. 
ADV SELEKA SC:   I think Mr Singh knows. 
CHAIRPERSON:   Mr Singh. 
ADV SELEKA SC:   They made a submission to the BTC with reasons to terminate.   
CHAIRPERSON:   H’m. 
ADV SELEKA SC:   So he – the case that you know, Mr Singh. 
MR SINGH:   So, hence I was going to clarify that.
ADV SELEKA SC:   Ja. 
MR SINGH:   It is the – technically incorrect to say that I did not terminate. 
CHAIRPERSON:   You did not? 
MR SINGH:   I did not terminate the agreement. 
CHAIRPERSON:   Not terminate the agreement? 
MR SINGH:   Ja. 
CHAIRPERSON:   Ja. 
MR SINGH:   I was not the delegated authority to terminate the agreement.
CHAIRPERSON:   H’m. 
MR SINGH:   The original decision to enter into the agreement was taken by the board and the committee. 
CHAIRPERSON:   H’m. 
MR SINGH:   So the decision to terminate or otherwise,was sent back to the board... and the Board Tender Committee made a conclusion. 
CHAIRPERSON:   H’m. 
MR SINGH:   Mr Chair, I think first.  Before we go there.  I want to clarify that I am not too sure that Mr Seleka gets the changing of my version.   
CHAIRPERSON:   Your voice goes down. 
MR SINGH:   I am saying, I want to clarify that I am not too sure where Mr Seleka finds that my versions have been changed.
ADV SELEKA SC:   Oh. 
MR SINGH:   Because if you go ...[intervenes]  
CHAIRPERSON:   But he said your affidavit said the contract was concluded in January.  And then he said, yesterday you said it was, what, 31 March?  That is what – how he sought to back up what you are saying. 
MR SINGH:   Yes. 
ADV VAN DEN HEERDEN:   Chairperson, I am sorry to interrupt. 
CHAIRPERSON:   H’m?
ADV VAN DEN HEERDEN:   This is not what Mr Singh said yesterday.  He never stated categorically that it was terminated by the 31 s t of March but to put that proposition ...[intervenes]  
CHAIRPERSON:   Not terminated, concluded. 
ADV VAN DEN HEERDEN:   Or concluded.  He never said that. 
CHAIRPERSON:   H’m? 
ADV SELEKA SC:   Oh. 
ADV VAN DEN HEERDEN:   It is not what he said. 
ADV SELEKA SC:   But ...[intervenes]  
ADV VAN DEN HEERDEN:   And my learned friend should refrain from putting statements to him that is incorrect. 
CHAIRPERSON:   Well, Mr Singh can correct him. 
ADV SELEKA SC:   Yes.
CHAIRPERSON:   He can say but I did not say that.  That will be ...[intervenes]  
MR SINGH:   That is why I am saying Mr Chair. 
CHAIRPERSON:   Yes, you did not say that. 
MR SINGH:   I did not say that and he knows that.  I said in these Steering Committee meeting of...  I think it was the second Steering Committee.  I think there was a slight... at that step(?) by the 31 s t of March any contract should be concluded, the contract should be signed.  So I said between 31 March and 28 June, at some point in time,this contract was then signed based on the Eskom version of the facts that were there.  
CHAIRPERSON:   Of course, Mr Singh, you have to tell the truth whatever the truth is, okay? 
MR SINGH:   [No audible reply] 
CHAIRPERSON:   If you are able to say if having initially said in your affidavit the contract was concluded in January 2016 and later on you said it was concluded in – on the 31 s t of March 2016.  If that is what you said that version might look in a certain way.  The version you are 
putting now is – or the version now seems to be:  Yes, in the affidavit I said it was concluded in January 2016 but right now I do not know exactly when it was concluded.  Somewhere between the beginning of 2016 and mid-2016.  Somewhere there.  Am I right?
